N_CLIENT,CLUSTER_ID,Segment_Label,CA_TOTAL,PRIME_MOYENNE,NB_CONTRATS,AGE,BONUS_MALUS_MOY,NB_SINISTRES,TOTAL_REGLEMENTS,CAPITAUX_MOY
600146,1,Client Economique,68.08,22.69333333333333,3,67.33333333333333,1.0,0.0,0.0,2133.3333333333335
600868,6,Client a Risque,200.1,66.7,3,73.0,1.0,0.0,0.0,12000.0
601128,1,Client Economique,87.0,29.0,3,67.66666666666667,1.0,0.0,0.0,0.0
601672,6,Client a Risque,175.7,87.85,2,70.0,1.0,0.0,0.0,500.0
601714,6,Client a Risque,206.0,68.66666666666667,3,72.33333333333333,2.3333333333333335,0.0,0.0,133.33333333333334
606878,1,Client Economique,125.25,25.05,5,63.0,1.0,0.0,0.0,1000.0
606910,1,Client Economique,323.25,107.75,3,73.33333333333333,5.0,0.0,0.0,333.3333333333333
606956,6,Client a Risque,146.0,73.0,2,58.0,3.0,0.0,0.0,0.0
606960,4,Client Capital Eleve,184.0,92.0,2,59.0,3.0,0.0,0.0,13500.0
608870,1,Client Economique,108.58,21.716,5,71.6,1.0,0.0,0.0,6480.0
609146,4,Client Capital Eleve,65.6,32.8,2,72.5,3.0,0.0,0.0,15500.0
609186,7,Client Jeune Conducteur,185.0,92.5,2,69.5,9.0,0.0,0.0,0.0
609298,6,Client a Risque,97.6,97.6,1,74.0,1.0,0.0,0.0,0.0
609348,6,Client a Risque,110.88,55.44,2,67.0,1.0,0.0,0.0,4000.0
609558,1,Client Economique,126.0,63.0,2,67.5,3.0,1.0,145.2994095279315,0.0
609794,1,Client Economique,128.25,32.0625,4,57.5,2.0,0.0,0.0,5000.0
610672,7,Client Jeune Conducteur,448.35,89.67,5,65.6,8.6,1.0,139.11645593099826,8200.0
610752,6,Client a Risque,143.0,47.666666666666664,3,64.0,4.0,0.0,0.0,133.33333333333334
611370,6,Client a Risque,121.0,40.333333333333336,3,60.0,1.0,0.0,0.0,1333.3333333333333
611594,6,Client a Risque,98.0,98.0,1,73.0,1.0,0.0,0.0,0.0
612690,6,Client a Risque,3.0,3.0,1,66.0,1.0,0.0,0.0,0.0
612946,6,Client a Risque,88.0,88.0,1,74.0,2.0,0.0,0.0,0.0
613328,1,Client Economique,263.9,87.96666666666665,3,62.333333333333336,2.6666666666666665,0.0,0.0,133.33333333333334
613592,1,Client Economique,52.4,26.2,2,62.0,2.0,2.0,123.65907193866511,2000.0
613676,1,Client Economique,182.39999999999998,91.19999999999999,2,67.5,4.0,0.0,0.0,7500.0
613720,1,Client Economique,96.5,32.166666666666664,3,60.666666666666664,1.0,0.0,0.0,8000.0
613774,1,Client Economique,128.0,32.0,4,68.75,1.0,0.0,0.0,1100.0
613980,7,Client Jeune Conducteur,307.5,102.5,3,65.33333333333333,8.0,0.0,0.0,0.0
614138,1,Client Economique,64.5,32.25,2,69.0,3.0,0.0,0.0,2000.0
614866,1,Client Economique,126.0,31.5,4,71.25,4.0,0.0,0.0,625.0
615196,1,Client Economique,3.0,3.0,1,65.0,1.0,0.0,0.0,500.0
615268,1,Client Economique,53.5,17.833333333333332,3,71.0,1.6666666666666667,0.0,0.0,666.6666666666666
615308,1,Client Economique,17.0,5.666666666666667,3,66.33333333333333,4.666666666666667,0.0,0.0,2333.3333333333335
615314,6,Client a Risque,98.0,98.0,1,73.0,1.0,0.0,0.0,0.0
615506,7,Client Jeune Conducteur,348.0,174.0,2,64.5,5.0,0.0,0.0,0.0
615580,1,Client Economique,50.75,16.916666666666668,3,70.0,1.0,0.0,0.0,333.3333333333333
615592,6,Client a Risque,98.0,98.0,1,64.0,1.0,0.0,0.0,0.0
615738,1,Client Economique,38.5,38.5,1,70.0,1.0,0.0,0.0,0.0
615810,3,Client Grand Contrat,373.75,124.58333333333333,3,62.0,8.0,0.0,0.0,2666.6666666666665
616614,6,Client a Risque,158.61700000000002,52.87233333333334,3,65.0,3.0,1.0,806.3681330571615,3333.3333333333335
617154,1,Client Economique,68.5,22.833333333333332,3,63.0,1.0,0.0,0.0,1466.6666666666667
617190,6,Client a Risque,30.0,30.0,1,64.0,1.0,0.0,0.0,400.0
617280,6,Client a Risque,98.0,98.0,1,75.0,1.0,0.0,0.0,0.0
617734,6,Client a Risque,77.0,77.0,1,59.0,1.0,0.0,0.0,0.0
617898,1,Client Economique,79.25,26.416666666666668,3,56.666666666666664,1.0,0.0,0.0,333.3333333333333
617948,1,Client Economique,415.654,83.1308,5,68.6,1.0,0.0,0.0,1600.0
618114,1,Client Economique,52.4,26.2,2,55.0,2.0,0.0,0.0,2000.0
618168,4,Client Capital Eleve,232.5,116.25,2,65.0,8.0,0.0,0.0,10000.0
618174,6,Client a Risque,26.8,26.8,1,71.0,1.0,0.0,0.0,5000.0
618910,6,Client a Risque,30.0,30.0,1,63.0,1.0,0.0,0.0,400.0
619154,6,Client a Risque,141.5,47.166666666666664,3,69.0,3.0,1.0,111.2931647447986,6800.0
619294,1,Client Economique,100.25,33.416666666666664,3,67.66666666666667,1.0,0.0,0.0,333.3333333333333
619328,6,Client a Risque,4.5,4.5,1,71.0,4.0,0.0,0.0,1000.0
660066,6,Client a Risque,212.5,70.83333333333333,3,45.0,3.0,0.0,0.0,333.3333333333333
660600,5,Client Premium,701.1,116.85000000000001,6,50.833333333333336,5.5,0.0,0.0,6666.666666666667
660698,1,Client Economique,104.5,34.833333333333336,3,69.33333333333333,1.0,0.0,0.0,0.0
660796,1,Client Economique,134.4,44.800000000000004,3,55.666666666666664,3.0,0.0,0.0,1333.3333333333333
660814,1,Client Economique,98.0,49.0,2,56.5,1.0,0.0,0.0,0.0
661008,6,Client a Risque,214.1,107.05,2,51.0,1.0,0.0,0.0,500.0
661066,1,Client Economique,159.844,26.640666666666664,6,53.5,3.0,0.0,0.0,8133.333333333333
661074,1,Client Economique,125.0,31.25,4,68.5,4.0,0.0,0.0,1000.0
661332,6,Client a Risque,77.0,77.0,1,62.0,1.0,1.0,687.9998145113922,0.0
661334,4,Client Capital Eleve,12.5,12.5,1,74.0,3.0,0.0,0.0,20000.0
661398,1,Client Economique,116.25,38.75,3,62.666666666666664,4.0,0.0,0.0,166.66666666666666
661414,6,Client a Risque,98.0,98.0,1,61.0,1.0,0.0,0.0,0.0
661468,6,Client a Risque,204.0,68.0,3,72.0,1.0,0.0,0.0,1333.3333333333333
661518,6,Client a Risque,59.5,29.75,2,58.0,1.0,0.0,0.0,500.0
661520,6,Client a Risque,191.0,95.5,2,69.0,4.0,0.0,0.0,2000.0
661532,1,Client Economique,129.511,25.9022,5,59.6,1.0,0.0,0.0,80.0
661756,4,Client Capital Eleve,183.8,91.9,2,58.0,1.0,0.0,0.0,15000.0
661812,7,Client Jeune Conducteur,280.0,140.0,2,54.5,8.0,0.0,0.0,0.0
661938,7,Client Jeune Conducteur,30.0,30.0,1,55.0,8.0,0.0,0.0,400.0
666078,1,Client Economique,113.0,37.666666666666664,3,71.66666666666667,1.0,1.0,72.88465700064921,133.33333333333334
666108,1,Client Economique,134.5,33.625,4,58.5,3.5,2.0,368.50403437722207,1100.0
666150,6,Client a Risque,77.0,77.0,1,64.0,1.0,0.0,0.0,0.0
666174,1,Client Economique,91.0,18.2,5,60.6,1.0,0.0,0.0,400.0
666178,6,Client a Risque,36.0,36.0,1,71.0,1.0,0.0,0.0,4000.0
666186,6,Client a Risque,120.0,120.0,1,70.0,1.0,0.0,0.0,0.0
666196,1,Client Economique,112.625,37.541666666666664,3,61.666666666666664,1.0,1.0,86.45531270287817,2333.3333333333335
666688,1,Client Economique,87.25,21.8125,4,48.75,1.25,2.0,4303.420719077503,250.0
666876,1,Client Economique,63.0,63.0,1,74.0,3.0,0.0,0.0,0.0
667158,6,Client a Risque,98.0,98.0,1,62.0,1.0,0.0,0.0,0.0
667306,1,Client Economique,73.0,36.5,2,72.5,3.0,0.0,0.0,0.0
667312,6,Client a Risque,30.0,30.0,1,72.0,2.0,0.0,0.0,4000.0
667326,6,Client a Risque,209.6,209.6,1,64.0,1.0,0.0,0.0,0.0
667332,1,Client Economique,107.05,53.525,2,59.0,1.0,0.0,0.0,500.0
667338,7,Client Jeune Conducteur,128.75,64.375,2,48.0,8.0,1.0,667.0482579528241,5000.0
667390,1,Client Economique,124.25,41.416666666666664,3,52.333333333333336,1.0,0.0,0.0,233.33333333333334
667394,4,Client Capital Eleve,324.275,40.534375,8,68.25,2.875,1.0,30.605620304819613,13625.0
667530,6,Client a Risque,98.0,98.0,1,60.0,1.0,0.0,0.0,0.0
667534,1,Client Economique,226.13,45.226,5,67.4,3.4,0.0,0.0,6680.0
667538,7,Client Jeune Conducteur,193.375,64.45833333333333,3,46.333333333333336,6.666666666666667,0.0,0.0,5666.666666666667
667546,4,Client Capital Eleve,44.3,44.3,1,72.0,5.0,0.0,0.0,20000.0
667710,1,Client Economique,124.25,31.0625,4,53.0,2.0,0.0,0.0,250.0
667880,6,Client a Risque,77.0,77.0,1,67.0,1.0,0.0,0.0,0.0
668088,1,Client Economique,110.25,27.5625,4,54.0,1.0,0.0,0.0,250.0
668132,6,Client a Risque,107.0,53.5,2,65.0,1.0,0.0,0.0,200.0
668138,6,Client a Risque,137.5,68.75,2,59.0,2.0,0.0,0.0,500.0
668174,2,Autres Clients,99.0,99.0,1,75.0,3.0,0.0,0.0,0.0
668600,3,Client Grand Contrat,262.0,262.0,1,59.0,3.0,0.0,0.0,0.0
668672,6,Client a Risque,77.0,77.0,1,69.0,1.0,0.0,0.0,0.0
668758,1,Client Economique,129.8,43.26666666666667,3,74.33333333333333,1.0,1.0,11699.308745787865,133.33333333333334
668808,6,Client a Risque,167.0,83.5,2,74.0,2.0,0.0,0.0,0.0
668912,1,Client Economique,98.5,32.833333333333336,3,75.0,2.0,0.0,0.0,133.33333333333334
668946,1,Client Economique,106.75,35.583333333333336,3,52.0,3.3333333333333335,0.0,0.0,333.3333333333333
668950,1,Client Economique,49.0,49.0,1,69.0,1.0,0.0,0.0,0.0
668958,1,Client Economique,115.5,38.5,3,58.666666666666664,1.3333333333333333,0.0,0.0,1333.3333333333333
669306,1,Client Economique,101.5,25.375,4,61.0,1.0,0.0,0.0,100.0
669378,6,Client a Risque,209.6,209.6,1,56.0,1.0,0.0,0.0,0.0
669506,1,Client Economique,37.0,12.333333333333334,3,65.0,4.0,0.0,0.0,7333.333333333333
669538,1,Client Economique,191.89999999999998,63.96666666666666,3,69.33333333333333,1.6666666666666667,0.0,0.0,0.0
669554,1,Client Economique,6.0,2.0,3,52.333333333333336,1.0,0.0,0.0,666.6666666666666
669736,7,Client Jeune Conducteur,239.875,59.96875,4,46.0,6.0,1.0,70.23155161220515,4250.0
669892,6,Client a Risque,98.0,98.0,1,56.0,1.0,0.0,0.0,0.0
669952,2,Autres Clients,130.5,65.25,2,52.0,3.0,0.0,0.0,500.0
670154,6,Client a Risque,55.0,55.0,1,68.0,3.0,1.0,25.49231768015581,0.0
670194,1,Client Economique,136.0,68.0,2,66.5,2.0,1.0,126.7502395894519,0.0
670732,1,Client Economique,112.0,56.0,2,66.5,2.0,0.0,0.0,0.0
670756,1,Client Economique,93.5,23.375,4,63.75,3.0,0.0,0.0,1000.0
670774,6,Client a Risque,150.0,150.0,1,50.0,3.0,0.0,0.0,0.0
670778,2,Autres Clients,340.02,56.669999999999995,6,52.0,3.5,1.0,194.29931678362755,4166.666666666667
670970,6,Client a Risque,173.0,57.666666666666664,3,58.0,2.0,0.0,0.0,133.33333333333334
671106,1,Client Economique,49.0,49.0,1,60.0,1.0,1.0,80.82697004358982,0.0
671114,1,Client Economique,124.0,24.8,5,43.6,4.0,0.0,0.0,800.0
671208,1,Client Economique,121.5,30.375,4,58.25,1.75,0.0,0.0,1000.0
671218,1,Client Economique,104.75,20.95,5,59.4,1.6,0.0,0.0,200.0
671308,1,Client Economique,158.563,26.427166666666665,6,60.5,1.0,0.0,0.0,2083.3333333333335
671392,6,Client a Risque,92.5,46.25,2,54.0,2.0,0.0,0.0,500.0
671470,6,Client a Risque,9.0,4.5,2,61.0,3.0,0.0,0.0,1000.0
671512,6,Client a Risque,88.88,44.44,2,70.0,8.0,0.0,0.0,4000.0
671768,6,Client a Risque,51.0,25.5,2,62.0,1.0,0.0,0.0,4000.0
671892,6,Client a Risque,118.0,59.0,2,58.0,2.0,0.0,0.0,200.0
671898,3,Client Grand Contrat,383.0,191.5,2,49.0,1.5,1.0,77.28691996166569,0.0
671912,1,Client Economique,17.25,8.625,2,56.0,1.0,0.0,0.0,5500.0
672120,3,Client Grand Contrat,168.0,168.0,1,50.0,5.0,0.0,0.0,0.0
672150,1,Client Economique,117.30199999999999,23.4604,5,52.6,3.4,0.0,0.0,5680.0
672152,6,Client a Risque,190.0,63.333333333333336,3,54.666666666666664,2.6666666666666665,1.0,41.734936779299474,0.0
672672,1,Client Economique,56.0,56.0,1,45.0,2.0,0.0,0.0,0.0
672736,3,Client Grand Contrat,220.0,220.0,1,49.0,8.0,0.0,0.0,0.0
672798,1,Client Economique,10.0,10.0,1,66.0,1.0,0.0,0.0,0.0
672932,7,Client Jeune Conducteur,314.5,104.83333333333333,3,44.0,8.0,1.0,58.73805917086592,1666.6666666666667
672956,6,Client a Risque,113.0,56.5,2,49.0,4.0,0.0,0.0,0.0
673070,1,Client Economique,126.25,31.5625,4,56.25,1.75,0.0,0.0,6000.0
673116,1,Client Economique,137.5,45.833333333333336,3,68.66666666666667,4.0,0.0,0.0,0.0
673150,6,Client a Risque,229.6,114.8,2,68.0,1.0,0.0,0.0,0.0
673192,1,Client Economique,77.0,38.5,2,51.5,1.0,0.0,0.0,0.0
673194,6,Client a Risque,98.0,98.0,1,71.0,1.0,0.0,0.0,0.0
673210,6,Client a Risque,4.5,4.5,1,52.0,1.0,0.0,0.0,1000.0
673308,1,Client Economique,81.41,20.3525,4,60.5,1.0,0.0,0.0,7750.0
673314,1,Client Economique,147.5,36.875,4,74.25,1.75,0.0,0.0,1000.0
673354,1,Client Economique,183.25,30.541666666666668,6,63.0,1.1666666666666667,0.0,0.0,900.0
673358,6,Client a Risque,162.5,81.25,2,62.0,3.0,0.0,0.0,5000.0
673360,1,Client Economique,113.5,37.833333333333336,3,47.333333333333336,2.0,0.0,0.0,0.0
673374,3,Client Grand Contrat,183.0,183.0,1,53.0,5.0,0.0,0.0,0.0
673510,6,Client a Risque,77.0,77.0,1,55.0,1.0,0.0,0.0,0.0
673536,1,Client Economique,148.91,37.2275,4,62.25,3.5,0.0,0.0,3250.0
673546,1,Client Economique,117.3,39.1,3,67.33333333333333,1.0,0.0,0.0,3333.3333333333335
673572,1,Client Economique,75.9,25.3,3,53.0,2.0,0.0,0.0,1466.6666666666667
673586,7,Client Jeune Conducteur,321.0,160.5,2,47.0,5.0,0.0,0.0,0.0
673612,6,Client a Risque,228.32,76.10666666666667,3,58.0,5.0,1.0,67.5830834389588,5000.0
673666,1,Client Economique,76.4,38.2,2,65.0,3.0,0.0,0.0,2500.0
673672,6,Client a Risque,173.7,173.7,1,58.0,2.0,0.0,0.0,0.0
673696,6,Client a Risque,98.0,98.0,1,55.0,1.0,0.0,0.0,0.0
673978,2,Autres Clients,77.0,77.0,1,70.0,1.0,0.0,0.0,0.0
673988,6,Client a Risque,132.0,66.0,2,58.0,1.0,0.0,0.0,0.0
673994,6,Client a Risque,198.0,99.0,2,67.0,5.0,0.0,0.0,200.0
674134,6,Client a Risque,4.5,4.5,1,47.0,1.0,0.0,0.0,1000.0
674140,6,Client a Risque,153.0,153.0,1,61.0,3.0,1.0,111.2931647447986,0.0
674148,1,Client Economique,79.25,26.416666666666668,3,53.333333333333336,1.0,0.0,0.0,333.3333333333333
674152,1,Client Economique,38.5,38.5,1,66.0,1.0,0.0,0.0,0.0
674166,6,Client a Risque,369.52,184.76,2,62.0,3.0,0.0,0.0,8500.0
674734,6,Client a Risque,77.0,77.0,1,49.0,1.0,0.0,0.0,0.0
674752,6,Client a Risque,95.5,31.833333333333332,3,70.0,2.0,0.0,0.0,333.3333333333333
674796,6,Client a Risque,128.0,64.0,2,68.0,1.0,0.0,0.0,200.0
675088,3,Client Grand Contrat,796.82,159.364,5,68.0,7.8,0.0,0.0,3200.0
675136,1,Client Economique,10.0,10.0,1,51.0,4.0,0.0,0.0,0.0
675180,1,Client Economique,147.188,49.062666666666665,3,73.33333333333333,2.0,0.0,0.0,1500.0
675286,1,Client Economique,209.6,104.8,2,61.5,1.0,0.0,0.0,0.0
675298,6,Client a Risque,42.0,21.0,2,59.0,1.0,0.0,0.0,750.0
675328,2,Autres Clients,340.65,42.58125,8,69.75,2.75,0.0,0.0,2625.0
675334,1,Client Economique,164.17000000000002,32.834,5,70.4,2.2,0.0,0.0,4000.0
675338,1,Client Economique,115.5,38.5,3,66.66666666666667,2.0,0.0,0.0,0.0
675366,6,Client a Risque,4.5,4.5,1,69.0,1.0,0.0,0.0,1000.0
675372,2,Autres Clients,30.0,30.0,1,70.0,3.0,1.0,485.3615482115807,400.0
675374,3,Client Grand Contrat,168.0,168.0,1,57.0,5.0,0.0,0.0,0.0
675394,1,Client Economique,241.25,60.3125,4,74.75,7.0,0.0,0.0,350.0
675400,6,Client a Risque,77.0,77.0,1,63.0,1.0,0.0,0.0,0.0
675408,6,Client a Risque,98.0,98.0,1,72.0,1.0,0.0,0.0,0.0
675470,6,Client a Risque,98.0,49.0,2,72.0,1.0,0.0,0.0,2000.0
675494,6,Client a Risque,112.0,112.0,1,66.0,2.0,0.0,0.0,0.0
675512,1,Client Economique,337.05,84.2625,4,58.5,3.25,0.0,0.0,2750.0
675530,6,Client a Risque,55.0,55.0,1,46.0,2.0,0.0,0.0,0.0
675552,1,Client Economique,276.045,30.671666666666667,9,62.0,1.0,1.0,1655.1460722787276,2933.3333333333335
675560,1,Client Economique,205.55,68.51666666666667,3,49.666666666666664,2.3333333333333335,0.0,0.0,333.3333333333333
675570,1,Client Economique,47.0,15.666666666666666,3,59.0,1.0,0.0,0.0,7000.0
675614,1,Client Economique,98.0,49.0,2,58.5,1.0,0.0,0.0,0.0
675732,7,Client Jeune Conducteur,373.0,93.25,4,51.0,6.25,0.0,0.0,500.0
675736,7,Client Jeune Conducteur,302.875,100.95833333333333,3,71.33333333333333,8.0,0.0,0.0,4333.333333333333
675994,6,Client a Risque,140.0,70.0,2,55.0,4.0,0.0,0.0,2000.0
676014,1,Client Economique,197.75,39.55,5,43.6,3.0,0.0,0.0,1000.0
676126,1,Client Economique,76.38,19.095,4,51.75,1.0,0.0,0.0,4000.0
676150,1,Client Economique,170.8,42.7,4,54.0,1.0,0.0,0.0,2750.0
676806,1,Client Economique,58.0,14.5,4,58.25,1.0,0.0,0.0,1500.0
676890,1,Client Economique,114.0,38.0,3,64.33333333333333,3.0,0.0,0.0,133.33333333333334
677118,6,Client a Risque,129.0,64.5,2,57.0,3.0,0.0,0.0,200.0
677160,3,Client Grand Contrat,235.8,235.8,1,62.0,2.0,0.0,0.0,0.0
677194,6,Client a Risque,77.0,77.0,1,44.0,1.0,0.0,0.0,0.0
677212,6,Client a Risque,146.0,73.0,2,71.0,3.0,0.0,0.0,0.0
677354,1,Client Economique,114.0,38.0,3,48.666666666666664,3.0,0.0,0.0,1333.3333333333333
677356,3,Client Grand Contrat,235.8,235.8,1,48.0,2.0,0.0,0.0,0.0
677376,1,Client Economique,2.25,2.25,1,64.0,1.0,0.0,0.0,1000.0
677394,6,Client a Risque,256.0,85.33333333333333,3,42.0,3.0,0.0,0.0,666.6666666666666
677554,1,Client Economique,71.5,35.75,2,59.5,4.0,0.0,0.0,0.0
677566,1,Client Economique,49.5,49.5,1,71.0,3.0,0.0,0.0,0.0
677592,6,Client a Risque,77.0,77.0,1,62.0,1.0,0.0,0.0,0.0
677766,6,Client a Risque,181.0,90.5,2,60.0,3.0,0.0,0.0,0.0
677930,6,Client a Risque,305.0,43.57142857142857,7,71.28571428571429,2.857142857142857,0.0,0.0,3971.4285714285716
678092,2,Autres Clients,49.0,49.0,1,70.0,1.0,0.0,0.0,0.0
678776,6,Client a Risque,182.75,36.55,5,64.0,1.0,0.0,0.0,3280.0
679148,6,Client a Risque,301.5,60.3,5,56.6,2.2,0.0,0.0,200.0
679172,6,Client a Risque,92.5,46.25,2,52.0,2.0,0.0,0.0,500.0
679276,6,Client a Risque,98.0,49.0,2,73.0,1.0,0.0,0.0,2000.0
679470,7,Client Jeune Conducteur,444.25,74.04166666666667,6,72.0,6.666666666666667,0.0,0.0,2733.3333333333335
679546,1,Client Economique,182.832,26.11885714285714,7,53.857142857142854,3.0,0.0,0.0,5857.142857142857
679696,1,Client Economique,71.5,35.75,2,52.0,2.0,0.0,0.0,0.0
679736,6,Client a Risque,223.7,111.85,2,62.0,2.0,0.0,0.0,0.0
679772,6,Client a Risque,119.0,119.0,1,74.0,1.0,0.0,0.0,0.0
679876,1,Client Economique,63.25,21.083333333333332,3,65.0,1.0,0.0,0.0,1666.6666666666667
679936,1,Client Economique,140.0,70.0,2,57.5,4.0,0.0,0.0,0.0
679976,6,Client a Risque,88.0,88.0,1,66.0,2.0,0.0,0.0,0.0
680608,6,Client a Risque,126.0,42.0,3,56.0,1.0,0.0,0.0,1800.0
680986,3,Client Grand Contrat,235.8,235.8,1,70.0,2.0,0.0,0.0,0.0
681006,6,Client a Risque,340.0,85.0,4,68.5,3.0,0.0,0.0,5250.0
681180,6,Client a Risque,222.382,74.12733333333334,3,48.0,2.0,0.0,0.0,333.3333333333333
681330,1,Client Economique,106.4,35.46666666666667,3,62.333333333333336,1.0,1.0,46.835564349089566,1333.3333333333333
681348,1,Client Economique,67.25,22.416666666666668,3,57.0,1.0,0.0,0.0,3000.0
681376,6,Client a Risque,133.0,66.5,2,63.0,2.0,0.0,0.0,2000.0
681386,1,Client Economique,52.75,17.583333333333332,3,65.66666666666667,1.0,0.0,0.0,333.3333333333333
681412,4,Client Capital Eleve,227.75,56.9375,4,68.0,4.0,0.0,0.0,12500.0
681470,1,Client Economique,98.375,24.59375,4,54.5,1.0,0.0,0.0,1250.0
681476,3,Client Grand Contrat,428.0,214.0,2,67.0,9.0,0.0,0.0,0.0
681480,7,Client Jeune Conducteur,279.5,93.16666666666667,3,44.0,8.0,0.0,0.0,333.3333333333333
681494,6,Client a Risque,107.0,53.5,2,70.0,1.0,0.0,0.0,2000.0
681532,6,Client a Risque,272.5,68.125,4,54.0,2.0,0.0,0.0,250.0
681540,1,Client Economique,79.25,26.416666666666668,3,69.33333333333333,1.0,0.0,0.0,333.3333333333333
681554,1,Client Economique,144.06,36.015,4,60.25,1.75,0.0,0.0,3500.0
681674,2,Autres Clients,335.0,167.5,2,70.0,3.0,0.0,0.0,2900.0
681786,6,Client a Risque,209.6,209.6,1,59.0,1.0,0.0,0.0,0.0
681978,3,Client Grand Contrat,490.8,163.6,3,65.0,3.6666666666666665,0.0,0.0,0.0
686190,1,Client Economique,295.25,49.208333333333336,6,45.333333333333336,3.0,0.0,0.0,416.6666666666667
686198,1,Client Economique,59.5,29.75,2,53.0,3.0,0.0,0.0,0.0
686688,1,Client Economique,262.55,52.510000000000005,5,70.0,1.0,1.0,444.2449067919745,6800.0
686796,1,Client Economique,107.05,53.525,2,65.0,1.0,0.0,0.0,500.0
686946,7,Client Jeune Conducteur,363.8,181.9,2,46.5,6.0,0.0,0.0,0.0
686952,1,Client Economique,138.58,27.716,5,50.6,4.6,0.0,0.0,1200.0
687188,1,Client Economique,158.6,39.65,4,64.25,3.75,0.0,0.0,1600.0
687314,1,Client Economique,212.5,70.83333333333333,3,61.333333333333336,4.333333333333333,0.0,0.0,0.0
687356,1,Client Economique,130.25,26.05,5,49.8,1.0,0.0,0.0,1080.0
687368,6,Client a Risque,32.5,16.25,2,59.0,2.0,0.0,0.0,10000.0
687378,6,Client a Risque,153.0,76.5,2,56.0,1.0,0.0,0.0,0.0
687520,6,Client a Risque,88.5,44.25,2,69.0,1.0,0.0,0.0,7250.0
687530,6,Client a Risque,4.5,4.5,1,67.0,3.0,0.0,0.0,1000.0
687548,1,Client Economique,57.25,28.625,2,69.5,4.0,0.0,0.0,500.0
687554,1,Client Economique,134.24,33.56,4,59.5,1.0,0.0,0.0,4500.0
687590,1,Client Economique,112.5,22.5,5,62.2,1.0,0.0,0.0,1600.0
687714,4,Client Capital Eleve,84.67,84.67,1,69.0,1.0,0.0,0.0,19000.0
687732,1,Client Economique,114.0,38.0,3,58.0,3.0,0.0,0.0,133.33333333333334
687936,3,Client Grand Contrat,168.0,168.0,1,41.0,5.0,0.0,0.0,0.0
688016,6,Client a Risque,106.5,35.5,3,46.0,3.0,0.0,0.0,333.3333333333333
688160,6,Client a Risque,266.5,133.25,2,54.0,3.0,0.0,0.0,500.0
688188,1,Client Economique,138.25,27.65,5,72.6,2.4,0.0,0.0,1000.0
688680,6,Client a Risque,119.0,119.0,1,67.0,1.0,0.0,0.0,0.0
688736,1,Client Economique,102.75,25.6875,4,56.5,3.0,0.0,0.0,250.0
688866,7,Client Jeune Conducteur,229.85,76.61666666666666,3,56.0,5.0,0.0,0.0,7000.0
689198,1,Client Economique,98.25,24.5625,4,70.0,1.0,0.0,0.0,6000.0
689368,6,Client a Risque,219.7,73.23333333333333,3,64.0,3.0,0.0,0.0,7000.0
689538,6,Client a Risque,30.0,30.0,1,50.0,1.0,0.0,0.0,400.0
689708,3,Client Grand Contrat,220.0,220.0,1,51.0,8.0,0.0,0.0,0.0
689818,1,Client Economique,76.5,38.25,2,63.5,1.0,0.0,0.0,0.0
689868,1,Client Economique,208.75,69.58333333333333,3,69.66666666666667,3.6666666666666665,0.0,0.0,4666.666666666667
690886,2,Autres Clients,39.0,13.0,3,63.0,3.6666666666666665,0.0,0.0,2000.0
690928,1,Client Economique,38.5,38.5,1,73.0,1.0,1.0,69.50227223544688,0.0
691098,6,Client a Risque,185.5,61.833333333333336,3,70.0,3.0,0.0,0.0,333.3333333333333
691392,2,Autres Clients,126.0,126.0,1,62.0,3.0,0.0,0.0,0.0
691394,6,Client a Risque,153.0,76.5,2,54.0,1.0,0.0,0.0,0.0
691514,1,Client Economique,63.0,63.0,1,63.0,3.0,0.0,0.0,0.0
691520,2,Autres Clients,181.0,45.25,4,54.5,3.0,0.0,0.0,0.0
691534,6,Client a Risque,209.6,209.6,1,62.0,1.0,0.0,0.0,0.0
691570,7,Client Jeune Conducteur,280.0,140.0,2,64.0,8.0,0.0,0.0,0.0
691692,2,Autres Clients,119.154,19.858999999999998,6,66.0,3.0,0.0,0.0,7333.333333333333
691870,1,Client Economique,50.25,25.125,2,71.5,2.0,1.0,80.76544965530034,10000.0
692114,1,Client Economique,256.6,28.511111111111113,9,60.333333333333336,1.0,0.0,0.0,1111.111111111111
692126,3,Client Grand Contrat,932.0,186.4,5,64.0,3.8,0.0,0.0,300.0
692132,1,Client Economique,123.5,30.875,4,71.25,2.0,0.0,0.0,0.0
692134,1,Client Economique,78.608,26.20266666666667,3,54.0,2.0,0.0,0.0,2333.3333333333335
692156,5,Client Premium,686.9,68.69,10,60.7,3.4,0.0,0.0,8240.0
692170,1,Client Economique,135.0,22.5,6,66.5,3.6666666666666665,0.0,0.0,1666.6666666666667
692194,1,Client Economique,184.63,26.375714285714285,7,55.42857142857143,1.5714285714285714,0.0,0.0,3057.1428571428573
692686,1,Client Economique,157.5,52.5,3,70.0,4.0,0.0,0.0,333.3333333333333
692772,4,Client Capital Eleve,99.238,49.619,2,50.0,1.0,0.0,0.0,16450.0
692812,4,Client Capital Eleve,493.375,123.34375,4,61.0,8.0,0.0,0.0,16475.0
692932,5,Client Premium,560.66,112.13199999999999,5,66.4,3.0,1.0,335.5179769375831,1600.0
692938,1,Client Economique,78.0,26.0,3,67.66666666666667,1.0,0.0,0.0,0.0
692954,4,Client Capital Eleve,51.25,51.25,1,61.0,3.0,0.0,0.0,15000.0
